artist,title,English_clean_lyric
  M.O.P.  ,Lifestyles Of A Ghetto Child,lifestyle ghetto child lifestyle lifestyle ghetto child lifestyle lifestyle ghetto child lifestyle lifestyle child kid time time ten mine nothing heat nothing head somebody get look set see attention see ground goddamnn gun hill street blue man nigga nigga upstairs pacino bee toast larry nigga situation decision ammunition mission ghetto child lifestyle lifestyle ghetto child lifestyle lifestyle ghetto child lifestyle lifestyle child dat front side shit punk get kill get bill spot way kid nerve wait pacino home time home dumpin sin chill lifestyle ghetto child lifestyle lifestyle ghetto child lifestyle lifestyle ghetto child lifestyle lifestyle ghetto child stash hammer bammer move time debatin man dip building door cop block chump nigga dig building hazard nigga tryin law building door sittin nigga door light crack crack place time trial lifestyle ghetto child hand hand place run team respond damn watch take take pick motherfucking whet tryin get watch get hit jam refuse leave squeeze bury get continue bring kid catch take let figure scheme kid comin get watch blowin herbs slug calm let motivate kid roll fold set see chumps leave kid lock stop surround hit bear right get catch shit open let cut see chumps come come get surround send ghetto ghetto ghetto ghetto sound sweet nigga left close nigga tough ghetto ghetto ghetto ghetto true dough young nigga ghetto ghetto ghetto shit waitin comin fast last pen safe hard incomprehensible back niggas soon noise back still alone never right straight nigga alright
"  Sirenz ,  Moeazy  ",Impact,sirenz way nigga color tyrant mosh pit urge pussy reason spread earth night blur blood shirt club massacre massacre aye aye aye aye star purp passion nostalgia hurt earth star earth passion nostalgia hurt aye sirenz price game nigga watch dog life dog time world taking hand moe divine kind rush substance line bust assumption consumption energy stem tea reality alice masterpiece place savior minimum wage head look way urge pussy reason spread earth night blur blood shirt club massacre massacre aye aye aye aye star purp passion nostalgia hurt earth star earth passion nostalgia hurt aye sirenz hear guy rise shit mosh expire lose tell get purge get get splurge know occur wake murder make put put defeat take make lock load kill wait put feel leave finish leave take whip see think wake mind find get get purge get get splurge know occur wake murder make different bye fly good last bliss tragic bliss tragic pac mine daily last great amazing tilt good last bliss tragic bliss tragic vibrant nigga nigga far first far first classically back never nigga far first far first
  정크야드 (JNKYRD)  ,The Judge (Feat. Lizabett Russo),wack sace sapte audition day list stalking toss shoe clothes diamond window image seat street attention sace sapte thing identity log stalking toss shoe clothes diamond window image seat street attention check look talk take fake fall move sparkle reelect see rest watch recognize recognize roll look talk take fake fall move sparkle reelect see rest watch recognize recognize understand opt leather sure new real leather comfortably comfortably
  한요한  ,작업실 (Feat. 우혜미),boy
  김진표  ,어렸나 봐 (Feat. 유성은),everyday
  최서현  ,호텔뷰 (Feat. Kidd King),girl something deja deja fly style gucci color style pool carpet jet girl something deja deja party baby baby baby move jagger move jagger move jagger cause life minute minute girl thats girl something deja deja girl something deja deja girl something deja deja get get killin swim shut let know get new high red red private new girl good new new new softly
  알앤피  ,어리석은 이기심,
  K`NAAN  ,Fatima,picture morning taste devour pace hour street heart sweet spice scent flower hour cloud sun power chance shower love neighbor mind quarter border love child right memory man day name plan york city fatima school lesson god second opposite chill blessing matter ladder tomorrow damn tomorrow swahili love anta habibi arabic love friend day love child right memory man day name plan york city fatima repeat beauty eye beholder everyone girl angel fatima america rhyme park connecticut damn building wall blood damn country damn persevering love child right memory gun man day name plan york city fatima tear celebration cry please tear cry bustle hustle come fell want protect support dream love find take say know fatima steal fatima know make study slow guess count fatima come make wait speak come meet love find take say know fatima steal fatima know make hush walk look scold come want hold delicate like say work damn spill kill feel love find take say know take fatima know make make mourn celebrate let sour sweet probable true true free free young fateful new arabic swahili upendo dear bright true true free free young fateful new come come fatima shooter good true true free free fateful new clear baby early precisely never away still away fatima well never away still away fatima hard away still
  영 보이즈  ,Don`t Worry (Feat. junggigo),life life life life worry heart mind dream worry heart mind dream life life spend spend spend spend see see see see see see see see spend spend whole lady whole lady whole lady whole lady whole lady whole lady
  Kurupt  ,That`s Gangsta,chorus sense sense sense sense pre tense sense pre tense tense tense sense pre tense warren drop man verse money valley rider bustas line time homie quick gun time view rearview stash dope cash dope mack nigga spit top shit fiendin bit nigga mma reunion matter chorus sense pre tense whaaat whaaat sense pre tense whaaat whaaat sense pre tense whaaat whaaat sense pre tense nigga dogg pound verse gangsta pound gangsta hand sky quit rock eclipse tip homie pop trunk peep chrome people people everything aww man desert eagle problem trouble someone time midnight maquerade let valentino walkin shoe note gambino casino centipede life cash wait life nothin cash nigga weed life heat nigga clip blastin fraction rest shine home cause nigga lot poster heat hollster blast ghost coast chorus sense pre tense whaaat whaaat sense none pre tense man whaaat sense pre tense nigga sense none pre tense whaaat verse gangsta roll ganstas slip mash nigga cash nigga cash trip matter matter heater load cause get til shit shit survive ask come get get telescope get get let rock get run ride die show stop come say say get cock ride spray touch indent get blast mash learn learn close make see turn get learn get shake slide get say keep cock load explode shoot shady false gangsta nigga false false bottom stoppin big clear whole little bust light gangsta invite false gangsta nigga gangsta nigga false gangsta nigga gangsta nigga false gangsta nigga gangsta nigga false gangsta gangsta nigga dogg hollow homie come pleasant doin cool double gotti laid whole enfragment little hash complete extra captioned light nigga whole false gangsta nigga gangsta nigga false gangsta nigga gangsta nigga false gangsta gangsta nigga false gangsta nigga gangsta nigga trippin mma blast nigga nigga niggas alone everywhere dippin even
  타우  ,Bonus Track (Radio Edit),
  A Boogie Wit Da Hoodie  ,Swervin (feat. 6ix9ine),london track shit track day purse thirsty person body surface surface body way earnings cause back type dirty dirty fall love god swear louboutin toe knee toe enemy killer adrenaline rushin shit mind nigga rock designer grrat diamond baguette everything day day purse thirsty person person body surface surface body way earnings cause tint body clip tip nigga waitin lobby dick man nigga man nigga body rugers back rugers mac pump talkin block nigga nigga body fuckin mac opps try song run pack john rap mac fuckin man forty teeth ruger air block swervin day day purse thirsty person person body surface surface body way earnings cause way life body dream shit mind nigga rock designer diamond baguette name song nigga track get love turnin make blame curve god think dick freeze make get test think get cover think leave swervin swervin love get rob shit catch give pull get pull turn use act get get get knock swervin love amaze back get cover wait get perfect bad thirsty curvin curvy little nervous okay worth new much right perfect bad double thirsty curvin curvy little nervous okay hollow big nigga flat hot big long nigga fuckin perfect bad double thirsty curvin curvy little nervous okay big much lit back london double alone alone still back back back back london
  Goodie Mob  ,Special Education (Feat. Janelle Monae),zagga mister wire word barbwire maroon range sugar cane oil stain leg foot stripe square circle spirit people color mind kind south time leaf scripture scroll tongue child look industry clothes care kind sad shame everyone boy try dawg waste bomb plutonium trademark mushroom brain fart ray system force vein hydrozine microphone beam juggernaut supreme boy mold glory control attack clone invasion swagger snatcher dome clothes care kind sad shame everyone scientist silence something skin heart gold tongue fact thriller noise bondin cum school youth men something outsider desire vip people clothes care kind sad shame everyone heavyweight game scale world friend mayor truthsayer crusader raider deejayer illustrator dollar sign gucci time sign grind skyline mine lie eye rhyme clothes care kind sad shame everyone get put conceive cover write speak come listen show torch conceive break seek get listen show stand bear talk let warn make bless let put distinguish listen show tip atl let get say let shine handle watch rap listen show gipp mutant live right long left special special special gold different sure afraid special special stupid nuclear spit atomic psychotic green cosmic extraterrestrial reign outta original different sure afraid special quote unquote special wrong black nigga much normal unusual beautiful summa laude exceptional poetic plain english equal insecure different sure afraid special special natural born third different sure afraid special still clearly totally silver already especially rather die back
  YDG  ,비트를 찾아나서,cool somebody somebody somebody somebody somebody somebody somebody somebody let hear let hear let hear let hear let hear let hear let hear let hear
  영웨스트(Young West)  ,Fool You (Feat. Loco),dress jean heart hoe party lay bankroll fame hoe family cali undercover team fool school school school fool school school school fool life movie shoot fool school school school fool school school team shine alexander ring team due rent shoe fool school school school school school rock break feel eat get let put come call come pay spend good low good double wit runnin sonic fool japanese denim thou back
"  Ted Park ,  pH-1 ,  식케이 (Sik-K) ,  Woodie Gochild  ",ON THE ROAD (Prod. BIG BANANA),road show tour gang gang gang ghr fire hang hang hang life everything kept cause road ghr fire hang hang hang gang rollin need ubers hhorchata sippin venice beach toe groupie line ticket road show time show bluffin noise complaint news venue music plan man crew salty cause road dejavu dream taste sweet road show tour gang gang gang ghr fire hang hang henny remmy month vision nothing road bros mission girl boy body time mood road crew move boutta bay baddie road home road show tour gang gang gang ghr fire hang hang hang life everything kept cause road ghr fire hang hang hang money ghr question ghr town time road show tour gang gang gang ghr fire hang hang hang tour america ghr gang workin workin tonight ghr gang city boomin fam comin man crrrazy let party tonight road show tour gang gang gang ghr fire hang hang hang life everything kept cause road ghr fire hang hang hang ghr fire hang hang hang ghr fire hang hang hang thaaat crrazy livin catch dippin hit sell get cancel stayin think hang sip trip hit touch masseuse put whip call stay come livin tat gang gang sell stop play say ted livin touch understand lax deep busy dizzy yup crazy bad ghr good good little little couple bad rapper wish touch understand makin rendezvous workin lit youngin ghr touch understand away never back quite never really back away never show paris never never away
  V1VA (비바)  ,Chidi Ching (Prod. ASNP),chainz neck blin clin dance way plan mama soulmate cedoutv cha basement baby waste waste waste paste waste waste chidi chidi chidi chidi chidi chidi chidi waste waste waste paste waste waste chidi walk make melt get get ching bling ching ching ching ching ching ching ching ching ching get ching weekly karat ready fresh fit copy waste copy waste right away
  G Herbo  ,Pull Up,nobody nigga foot nigga lingo trap phone designer rack nigga gettin angle team blueprint nigga blueprint nigga scene fisker ingredient one one seasonin ego feedin obedient demon eye speedin ride key border border fed recorder fed recorder taurus ice neck stay head water mixin sprite tech med chorus talk nigga nigga shit nigga thug nigga verse herbo trench shoot talkin clutch seizure york interview thisis ball kennedy fly dog alls enemy alls smoke show nigga flex youngin put somersault ran sack nigga bunch get fly cousin ball fazo zell law freshman dog teacher dice cheerleader shit fore chiraq let move momma aim vest day talk nigga nigga shit nigga thug nigga verse shit group glock blocboy family news blue locker gun school gun mood look rapper food booth kitchen tyson roof pigeon givenchy shoe day outta prison roof dippin nigga shit gettin bin laden price change ice skate hockey gelato zip lock money pocket coke call tryn send fire fire back bach studio test mansion ghost phantom lookin fright fanta left aim hitter check balmain sweat white check bettin death future pyrex chorus talk nigga nigga nigga pull form put get help get remember mangle get fee give watch get give come come fresh get order pull know pull pull shit drip bless fin look nicki weezy get greet greet keep run land get get keep run somersault come shit shit charge die pull charm get make stop come pull know pull pull shit drip east get get win come see listen goin lookin see till get grow get give come shit use sip work get rockin pull pull pull niggas lingo single long single single niggas obedient key fresh foreign true easy shit easy right next lil new blicky least whole raw hundred fuckin wrong next top chorus foreign true coupe single know good rude naw hpnotiq foreign slidin loud kid bias emoji mic fest pineapple sprite dependable nice white nike dice alone literally literally nigga never never constantly nigga already still well even still still honestly honestly lonely nigga already first
  에이트  ,옷깃을 잡고서 (Feat. 빅마마 (박민혜)),
  다이나믹 듀오  ,고백(Go Back) (Feat.정인),summer alright world sun piece come look night sing alright alright alright wonderful alright alright double dynamite double dynamite double dynamite double good together back back back back dynamite
  루고 (Lugoh)  ,"My Foot (Feat. JJK, Suda)",guru foot foot foot foot burn foot foot
  치타 (CHEETAH)  ,BLURRED LINES (Feat. 한해),brain everything rain brain everything rain line brain everything rain brain everything rain ship shit brain everything rain brain everything cry rain please get cry mind please get cry please get cry mind please get cry please get cry mind please get fuking okay blurred okay friend okay never never mind never never sinner never never never
  슬리피  ,이태원역 2번출구 (Feat. 베이식),party day way party day way come
  Kanye West  ,All Falls Down (Feat. Syleena Johnson),man idea college money drop parent concept school sophmore yearrrs aint careerrr hair money pair air baby daddy peer pressure car daughter alexus hair weave eve issue female watch rollies pasha pronounce nothing versace spent buck nigga grocery store one shirt team dream people self prettiest people thing road rich diamond ring cause acre paper stoop benz police way jail freedom lot clothes thing cause shortys hollering ballas drug dealer buy jordan crack man get act thou cause thou house benz terrific couple bill get problem spending tell tell major win look pick cause buy care afford name look cut deal believe addict retail tell see drive live get try buy look tell buy cover make hate love buy pay jacob park push act get win get admit tell tell tell tell self conscious major funny securrre enough new precious single black conscious least crazy clean american high low ugly low nigga white holy due specific conscious first herre really long well self always even even back even still really inside even
  비즈니즈  ,태릉인,rollin ballin ballin ballin ballin ballin ballin ballin dream rap money flexin flexin flexin flexin blessin blessin blessin blessin rollin ballin ballin ballin ballin ballin ballin verse jedi vader rollin ballin ballin ballin ballin ballin ballin hater call shopaholic everyday everyday everyday everyday everyday hustle young shopaholic everyday everyday everyday everyday everyday darth young shopaholic everyday everyday everyday everyday everyday still still
"  YBN (Young Boss N*ggas) ,  YBN Nahmir ,  YBN Almighty Jay  ",Bread Winners,hoodzone production gang gang grrah pow pow pow whatchu whatchu gang gang gang gang bread gang shit chorus ybn almighty jay strip bed hoe head bread bread nigga beef gang ybn cause winner winner getter flip bread dinner gang gang head getter suck head giver night man nigga cause nigga pretender ybn nahmir man head giver lead giver man grrah pow pow pow clip stick man gang chain stack block mama house end end well trap bread verse ybn nigga cane grrah bang back hip talkin glock linebacker street movie gang gang nigga fund fund nigga shooter stripper hoe get gang bangin church gun gang grrah bang verse ybn bounce titty knock nigga block grrah chicken chicken chicken gettin guap pow pow pow fore get rock mama team thing chase paper gang money jean lakers almighty jay chain shine brighter strip lane lane waiter nigga tip ballin ballin dream team money ball spaldin gang gang cuff sorry name list callin hole condom try maury hell drop top rari gang gang chorus ybn almighty jay strip bed hoe head bread bread nigga beef gang ybn cause winner winner getter flip bread dinner gang gang head getter suck head giver night man nigga cause nigga pretender breakin give breakin let get let let cause use make hit damn shit blitz scar get break get get get get tell get tuck get pip hit get chase get give hundred scratch win poke put give breakin let diss double new verse big double double nigga dead dead hard main nahmir nigga christian whole ducked ybn light light old stalkin stupid stop dumb diss double new never never never double back niggas almighty never never
  Pharrell Williams  ,You Can Do It Too,feat thug thug man day club mane talkin dude holler man man hollarin boy hatin friend comin trip mane beat start mane girl swang mane pharrell man favourite record right haha yessur chick veres man type mane comin seater porche divorce sign door mother fucker heel ocean trunk something cleaner side inconvient key meaners player something dawg music money play weight chorus sip mane miss mane wrist mane hater mane lady haa verse slim thug mane thug one game chain hang patrone cute partnas estate pool lake car havin chain money aint thang rang watch rang ask life priceless baby girl shatter shine share course hater mane mane chorus verse pharrell thing nigga angent way mil song name ice beat damn jacob store hate girl ear door dude smirfs rock vibe mimi blink buck owner virigina miami yessur chorus keep check see get keep take keep fee put get see put throw stick chill hopin take get mean keep say drastic weigh post keep pull keep keep scram cocksuck play call come get brang get get pick check see cost get selfish learn mine get keep happen palm sayin put labron look see chew bling bbc get ask ebay stand get playa slim slim broad aye uknowhaimsayin uknowhaimsayin playa uknowhaimsayin broad right cheap little cheap little margarita sure plastic plastic heavy playa playa playa grown full live doubble watch nice nuthin playa jlo bad calm hundred attractive whole niggas broad matrix foolish green bluish jean fast still naw still mane never never long sometimes still still whaa nother
  정크야드 (JNKYRD)  ,택시 (Feat. 임현제),
  Changstarr*  ,Hippie King (Prod. Hassan Malik),hippie mofvcka hippie season change class tappin ass henz flexin shit way man love libertine life man artist mofucka mind god wave wave talkin king revolution ivy league mang gettin laid chick intellect street man fan highdigger mixtape vagabond party rockin thotties sorry bed goddess chigga plz man mofucka mind god hippie jesus wave talkin king trynna changzparty changz club debut society word bond shout homie bro thang shout music shout swing man mofucka mind god wave talkin king revolution king work care start turnin savage get care come king namedrop care start shit fuckin hectic true foreign chick trynna cocky free unique makin hippie trynna sayin bad mad intellect underground classic joint artist unique makin hippie secret real artist unique makin hippie trynna back even even anymore even anymore back even anymore
  Cypress Hill  ,Boom Biddy Bye Bye,wyclef refugee camp cypress hill bringin wyclef cuban haitian combination wyclef wyclef gun pistolas son callate boca wyclef island cuban haitian bullet assassination wyclef talkin think soul man host coast ghost shot show thing crop wyclef killa bee grip chorus wyclef lauryn hill biddy bye bye lauryn hill wyclef eye one lauryn hill biddy bye bye lauryn hill wyclef hill biddy bye bye lauryn hill wyclef boyy lauryn hill ahhhahhh biddy bye bye lauryn hill wyclef place verse wyclef fool spread lyric glass punk ledge refugee camp bringin edge feather satan sin sin rappin philistine manhattan sun track muggs survivor flood chorus wyclef child villain drug combination dope beer beware wallet thief direction room gun son man tomb soldier shadow battle warrior gear year stable assassin revolutionary action chorus wyclef man rewind selector man refugee man brooklyn man soldier man jersey soldier man soldier man man world watch man bye eye one check verse get meet brooklyn get walk toast let build kill watch die tell pack rest see break pass pose need create keep break fall straight skin win die clef pull say doom try hear line win dedicate bring open die real real real beef real real verbal lyrical real dead wyclef casper friendly real hear growin real good real wyclef real real real next real ahhhahhh simple simple lauryn real ahhhahhh forty real ahhahhhh paradise real last last real wyclef real sess opposite baffled full soldier soldier soldier soldier massive new massive uptown massive massive soldier whole soldier bye next wyclef well still still yet ahhhahhh ahhhahhh never straight never twice long beach
  Kim Jeong_uk  ,#빈틈을보여줘 (what u want),care baby babe fun god baby babe fun bombay ballantines dom perignon moet chandon dusseldorf copenhagen amsterdam basel kiev marseille argentina phuket thailand okay babe fun babe babe fun babe babe babe okay vip jose cuervo okay
  Mac Miller  ,Rush Hour,money homie elevate heaven crime scene tape money grade crib space shit pain vein relapse complain blitz champion sucker space brain rain game proud money world loneliness world loneliness world loneliness motherfucker upper hour jackie chan chris tucker summer weed kitchen biscuit lord std brain cell need money world loneliness world loneliness world loneliness lady gentleman attendance morning baby face content life grandma guess start make learn get grow fill ramble channel cancel get straight make grow marry give grow give give take smell get naked sell kiss ellen whip give make lose get straight make grow marry give grow give give check know complain maintain talk become repent feel get pass hennessy less everyday yellow eleventh big extra different open novocain damaging heavy american much old rich local old deranged many rush past attic many special much old rich local old good less less soon always maybe generously maybe ever
  KURO  ,#너는왜,name girl thing baby girl babe anything girl nobody girl fuuny true bad bad bad bad
  디기리  ,가내수공업 프로덕션,hook verse copy name hook verse hook verse copy hook hook hook
  진취  ,"To My Self And I (Feat. Leo Kekoa, B-free)",self feat leo kekoa hook whisperin self blackhole man life drama verse make mistake road hommie mixtape honolulu thats eversince leo matrix man man man hook whisperin self blackhole man life drama verse grind sun world dkbz shout bizzy rest music music music fight music ride music music hook whisperin self blackhole man life drama verse leo kekoa man suck hook whisperin self blackhole man life drama get gaught felt fear get basick free full free human wecan straight wit focused hopeless full free cold hudle free full nope full fork
  허클베리피 (Huckleberry P)  ,"DNA (Youth Remix) (Feat. 조원우, Rohann, HAON & 이영지)",ayo motherfucker fact thinkin fact gold chain battle attitude merit snap reality hater rap badr hari verse mind type beat hook student look make make money keep start blow mind see come start everest bottom real rap humble right many blown verse bro deep keep right twice back cover even
  45RPM  ,"붐박스 (Feat. 기린, DJ Soulscape)",time drop check boy floor boy floor rookie drop check boy floor boy floor comin check boy floor boy floor beat time everybody drop check boy floor boy floor break show get break ing break show get break drop break show get break work stop break show get break beat mic old beat mic beat mic rpm beat mic
  Lil Baby  ,Emotionally Scarred,love letter mail tissue try nothing issue part act mine emotion lie truth time sympathy lit jumpin stage occasion bro game nigga reason rap traffic hater stylist style robber youngins city people cash crib nobody mama niece diamond course hand world voice pair dior age money stage way section ballin country wave wave ridin chiefin sorry fault listen hater ear salt revenue benz benz friend brother nobody tool nigga screw lead school weed school news trackhawk boss people everybody people thought lil boy play tear joy harden guess age money stage way section ballin country wave wave ridin chiefin sorry fault listen hater ear salt age money stage way section ballin country wave wave ridin chiefin sorry fault listen hater ear salt come say rip flush forget get get tire tire tire die win get hundred make shut make win see pull salute get hoppin crack happen start rap trap get chill pay post show pose feel ask say play force learn get pay get get save say tell scar fill come buy cut bring move see take sell hit blow know paint move call leave scheme wake dream drop score call wait learn get pay get get save say tell scar fill learn get pay get get save say tell scar fill confident rich big steady active real dealt young big long big big old foreign forest least heartless new old old blue top watched toys crazy baby great young big long big big old foreign forest least heartless young big long big big old foreign forest least heartless really even probably still never still still emotionally even probably never around nipsey really never forever emotionally even emotionally even
  Denzel Curry  ,SHAKE 88 (Feat. Sam Sneak),fruity get floor booty booty fruity get floor booty booty fnz damn chorus cause blunt front cause blunt front verse knee rack cheek price fee cash way somebody cause hello pre chorus something number puff weed nigga money chorus cause blunt front cause blunt front cause blunt front cause blunt verse somebody shot diamond neck freeze chanel bag shit bag side mad somebody cause hello pre chorus something number puff weed nigga money chorus cause blunt front cause blunt front cause blunt front cause blunt outro sneak drop bust drop bust drop bust drop bust get get shake smoke shake smoke throw get love dance pay put come take care shake smoke shake smoke shake smoke shake smoke take ass make get get look come take care shake smoke shake smoke shake smoke shake smoke let see get let see get shake let see get let see get tutti tutti free mad bad fleas little touch weave front double double bad fleas little touch weave front sam open open open open nothin name overseas
  N.W.A.  ,Boyz-n-the Hood,street jockin freak dough park scoop hoop car camino kilo window gta chorus boyz tha hood trash card nothing life donald place pace man freebase boy friend mine till car alpine street truce head deuce deuce gauge sucker time page chorus hell place homeboy fellow dollar impala ball start love girl body bacardi house pad dumb hoe something somethin shit pimp hoe father cross cold chorus control round telephone poll car brother gutter walkin home ride kilo side cop dark kat resistin arrest pig head rippin guess doin crime offence boy time chorus bail start county jail day court trial cold cut disruption court judge year sentence man budge bailiff kilo grin fire machine police state murder chorus cruise clock get shoot roll start say make talk pull know quote say give say catch try steal chase call pull know load bore get chill make pull greet start drink stink get rock leave hit get make say grab start reach slap jump start shout throw knock wrap look say buy bust get pull get beat sock catch get riot kilo say come turn look give yell come suzy come shoot hurt cold fresh legit shit eazy silly cluck dead first eazy breath stupid mad stupid nappy talkin right eazy rollin drivin undercover green nova fourth eazy fellaz municiple fart sub uzi attempted always hard little ill back hard later
